File	Relation	SNum	Sentence
EBA1415_SDMK_6_SC_ES-06292	O	27	Due to reason studies the farther you are from 25o latitude the more cases of skin cancer can be repaired the skin is the largest organ which protects you.
EBA1415_SDMK_6_SC_ES-06292	R-3-4	28	When the skin is hit with normal amounts of UVb radiation the rays causes small amount of damage to genetic molecules.
EBA1415_SDMK_6_SC_ES-06292	O	29	However problems arose when there is excessive exposure to Uvb radiation.
EBA1415_SDMK_6_SC_ES-06292	R-5-6	30	Sunburned skin cells that aren't removed.
EBA1415_SDMK_6_SC_ES-06292	O	31	So prtoect your skin with sunblock.//
EBA1415_SERS_13-14_SC_ES-05108	O	32	The skin on our bodies is our largest organ.
EBA1415_SERS_13-14_SC_ES-05108	O	33	There are several ways for things to go wrong with out skin, including skin cancer.
EBA1415_SERS_13-14_SC_ES-05108	O	34	Skin cancer is the uncontrolled grwoth of abnormal skin cells.
EBA1415_SERS_13-14_SC_ES-05108	O	35	You can get 1 of 3 skin cancers.
EBA1415_SERS_13-14_SC_ES-05108	R-2-50	36	The sun is one of the major resources for skin cancer.
EBA1415_SERS_13-14_SC_ES-05108	R-2-50	37	The more time you spend in the sun, the more you're at risk.
EBA1415_SERS_13-14_SC_ES-05108	R-1-2	38	Also, the clsoer you live to the equator, the stronger the sun is.
EBA1415_SERS_13-14_SC_ES-05108	R-1-50	39	Therefore, depending on where you live, you can be more or less risk.//
EBA1415_BGJD_2_SC_ES-05738	O	40	What leads to the differences is that the different types of skin cancer can affect you in many ways.
EBA1415_BGJD_2_SC_ES-05738	O	41	There are different type of effects with each type of cancer for instance take the skin cancer is contains the type of infection that will damage your skin and will turn red because the skin is somewhat being burned by the infection that the skin is starting to go away and rot.
EBA1415_BGJD_2_SC_ES-05738	O	42	Of cource, that was only one of the cancers: the others are known as "squamous cell carcinoma," "Malignant melanoma," and "basal cell carcinoma."
EBA1415_BGJD_2_SC_ES-05738	O	43	The reason that they are different is because there symptoms can be added up in many horrible ways.
EBA1415_BGJD_2_SC_ES-05738	O	44	They can be arranged from itchy irritating skin and redness all over too.
EBA1415_BGJD_2_SC_ES-05738	O	45	It can even go out of it's way to cause death to the infected.//
EBA1415_ERAM_7_SC_ES-04969	O	46	Skin cancer is the most common type of cancer in the United States.
EBA1415_ERAM_7_SC_ES-04969	O	47	Skin cancer is the uncontrollable growth of abnormal skin cells.
EBA1415_ERAM_7_SC_ES-04969	O	48	The three main varieties of skin cancer are basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_ERAM_7_SC_ES-04969	O	49	While together basal and squamous cell carcinoma make up 95 percent of skin cancer cases.
EBA1415_ERAM_7_SC_ES-04969	O	50	Malignant melanoma happens in 5 percent of skin cancer cases.
EBA1415_ERAM_7_SC_ES-04969	O	51	Although most deaths from skin cancer is from malignant melanoma./
EBA1415_ERAM_7_SC_ES-04969	O	52	If you want to prevent or spot skin cancer, you should check for sudden changes.
EBA1415_ERAM_7_SC_ES-04969	O	53	Skin cancer that is detected early can give a maximum chance for successful treatment.
EBA1415_ERAM_7_SC_ES-04969	R-5-6	54	You should also try to prevent sunburn because if severe enough, the damaged skin cells are less likely to be removed.
EBA1415_ERAM_7_SC_ES-04969	R-4-5	55	Sunburn happens when genetic molecules become damaged and the body directs blood to the skin.
EBA1415_ERAM_7_SC_ES-04969	O	56	Thus being the reason for the skin becoming red.
EBA1415_ERAM_7_SC_ES-04969	O	57	This happens because blood tried to repair or remove damaged cells./
EBA1415_ERAM_7_SC_ES-04969	R-1-2	58	The amount of direct sunlight varies on your location that is closest to the sun.
EBA1415_ERAM_7_SC_ES-04969	R-1-2	59	The closer you are to the equator you are, the closer the sun.//
EBA1415_KYNS_4_SC_ES-05404	O	60	Skin cancer is among the most feared cancer because everyone is at risk of developing it, states the article "Background: Skin Damage."
EBA1415_KYNS_4_SC_ES-05404	O	61	SKin cancer is tremendously dangerous to everyone , no matter what age.
EBA1415_KYNS_4_SC_ES-05404	O	62	Skin cancer is the uncontrolled growth of abnormal skin cells.
EBA1415_KYNS_4_SC_ES-05404	O	63	However, there is three types of cancers.
EBA1415_KYNS_4_SC_ES-05404	O	64	There is basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_KYNS_4_SC_ES-05404	O	65	The malignant melana only occurs in 5% of skin cancer, but it is the most responsible for the deaths.
EBA1415_KYNS_4_SC_ES-05404	O	66	Everyone wonders anyway, How does skin cancer develop?/
EBA1415_KYNS_4_SC_ES-05404	R-3-50	67	Solar radiation is one of the main reason in which skin cancer develops.,
EBA1415_KYNS_4_SC_ES-05404	O	68	Based on the article of "Latitude and Direct Sunlight," people close to the equator, need to be more aware of the dangers of direct sunlight.
EBA1415_KYNS_4_SC_ES-05404	R-1-2	69	It also states, the closer you are to the equator, the more consistent direct sunlight will be.
EBA1415_KYNS_4_SC_ES-05404	R-2-5	70.1	With more consisten sunlight, Out skinwill burn more, allowing more risk of cancer to the skin./
EBA1415_KYNS_4_SC_ES-05404	R-5-50	70.2	With more consisten sunlight, Out skinwill burn more, allowing more risk of cancer to the skin./
EBA1415_KYNS_4_SC_ES-05404	O	71	The article of "Your Skin Protects You" states that humans have demonstrated harmful effects of uvb radiation.
EBA1415_KYNS_4_SC_ES-05404	R-2-3	72	Uvb radiation is a type of solar radiation from the sun.
EBA1415_KYNS_4_SC_ES-05404	O	73	Due to scientific research, if the skin hit with normal amounts of damage to genetic molecules in the skin cells.
EBA1415_KYNS_4_SC_ES-05404	R-3-4	74	However, if the uvb solar rays seem to be excessive, our skin can have lots of damage or suffer major problems./
EBA1415_KYNS_4_SC_ES-05404	O	75	Our skin is very delicate, therefore we must take care of it.
EBA1415_KYNS_4_SC_ES-05404	R-5-50	76	Sunburns are also a high risk on developing skin cancer./
EBA1415_KYNS_4_SC_ES-05404	O	77	Ran-out of time.//
EBA1415_TFBM_1_SC_ES-05442	R-3-50	78	In one of the articles radiation is something that cause skin cancer.
EBA1415_TFBM_1_SC_ES-05442	R-1-50	79.1	Latitude and direct sunlight also has to do with causing skin cancer as well.
EBA1415_TFBM_1_SC_ES-05442	R-2-50	79.2	Latitude and direct sunlight also has to do with causing skin cancer as well.
EBA1415_TFBM_1_SC_ES-05442	O	80	"People closer to the equator need to be more aware of the dangers of direct sunlight."
EBA1415_TFBM_1_SC_ES-05442	O	81	Your skin is the largest organ in your body.
EBA1415_TFBM_1_SC_ES-05442	O	82	"Skin rela.//
EBA1415_TFBM_1_SC_ES-05442	O	83	Ran out of time.
EBA1415_TRKM_2_SC_ES-05034	O	84	There are three different types of skin cancers: basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_TRKM_2_SC_ES-05034	O	85	But of the three basal and squamous cell carcinomas make up 95% of skin cancers.
EBA1415_TRKM_2_SC_ES-05034	R-3-50	86.1	You can get skin cancer in many ways, by being exposed to too much uvb radiation (sun), severe sunburn can also increase the chances of getting sunburn, Early detection of skin gives you the maximum chance for a great recovery.
EBA1415_TRKM_2_SC_ES-05034	R-5-5	86.2	You can get skin cancer in many ways, by being exposed to too much uvb radiation (sun), severe sunburn can also increase the chances of getting sunburn, Early detection of skin gives you the maximum chance for a great recovery.
EBA1415_TRKM_2_SC_ES-05034	O	87	Research investigating damaged skin cells is critical.
EBA1415_TRKM_2_SC_ES-05034	R-5-4	88	More damage to your skin can be caused by severe sunburn.
EBA1415_TRKM_2_SC_ES-05034	R-5-50	89	Getting more than five sunburns throughout your life more than doubles the chance of getting skin cancer.//
EBA1415_RHSG_2_SC_ES-05083	R-5-50	90	leads to skin cancer is, sunburn, bleach.
EBA1415_RHSG_2_SC_ES-05083	R-5-50	91	Sunburn (pg5) can cause skin cancer on severity of moderate to extreme.
EBA1415_RHSG_2_SC_ES-05083	O	92	It all depends on if you have sunburn while you was a child or while going through adolescence.
EBA1415_RHSG_2_SC_ES-05083	R-5-4	93	Sunburn does damage to genetic molecules in skin cells.
EBA1415_RHSG_2_SC_ES-05083	O	94	Sunburn does damage to genetic molecules in skin cells.
EBA1415_RHSG_2_SC_ES-05083	R-5-6	95	Sunburn happens when the body directs blood to skin to repair or remove damage cells.
EBA1415_RHSG_2_SC_ES-05083	O	96	The second cause of skin cancer is bleach.
EBA1415_RHSG_2_SC_ES-05083	O	97	If you put bleach on your skin it will change the color of your skin and can double or even triple the chances of having skin cancer.
EBA1415_RHSG_2_SC_ES-05083	O	98	It may do the same amount of damage as sunburn or worse.//
EBA1415_BLRW_5_SC_ES-05187	O	99	In today task I will be talking about how skin cancer can cause problems in the future.
EBA1415_BLRW_5_SC_ES-05187	O	100	Such as infection, how it might effect (in what regions) your skin or appearance, or how it might cause death./
EBA1415_BLRW_5_SC_ES-05187	O	101	One thing is how skin cancer effects you.
EBA1415_BLRW_5_SC_ES-05187	O	102	It can cause splotches on your skin or cause your skin to get really infected.
EBA1415_BLRW_5_SC_ES-05187	O	103	One way to find out that you have skin is to check your body for any infections or splotches.
EBA1415_BLRW_5_SC_ES-05187	O	104	That may help with your survival a little bit.
EBA1415_BLRW_5_SC_ES-05187	O	105	There are three types of cancer, basal squamous and malignant./
EBA1415_BLRW_5_SC_ES-05187	O	106	There are different areas in which you might experience skin cancer height difference.
EBA1415_BLRW_5_SC_ES-05187	R-1-50	107.1	Where areas near the equator might experience more cases of skin because the closer you are to the equator the more sun can cut through the atmosphere.
EBA1415_BLRW_5_SC_ES-05187	R-1-2	107.2	Where areas near the equator might experience more cases of skin because the closer you are to the equator the more sun can cut through the atmosphere.
EBA1415_BLRW_5_SC_ES-05187	R-2-50	107.3	Where areas near the equator might experience more cases of skin because the closer you are to the equator the more sun can cut through the atmosphere.
EBA1415_BLRW_5_SC_ES-05187	R-2-50	108.1	This causes more cases of skin cancer in the equator contines than in the northern parts of America and canada./
EBA1415_BLRW_5_SC_ES-05187	R-1-50	108.2	This causes more cases of skin cancer in the equator contines than in the northern parts of America and canada./
EBA1415_BLRW_5_SC_ES-05187	O	109	Ran out of time.//
EBA1415_LRJE_7_SC_ES-05143	R-1-50	110.1	By reviewing these passages and images, skin cancer is usually caused by latitude and Direct sunlight.
EBA1415_LRJE_7_SC_ES-05143	R-2-50	110.2	By reviewing these passages and images, skin cancer is usually caused by latitude and Direct sunlight.
EBA1415_LRJE_7_SC_ES-05143	R-1-2	111.1	People who usually live in the southern hemisphere or near the equator have a better chance of getting it because most year-round sunlight happens between the Tropic of cancer, equator and the tropic of capricorn.
EBA1415_LRJE_7_SC_ES-05143	R-2-50	111.2	People who usually live in the southern hemisphere or near the equator have a better chance of getting it because most year-round sunlight happens between the Tropic of cancer, equator and the tropic of capricorn.
EBA1415_LRJE_7_SC_ES-05143	R-1-50	112	Recent studies shows that people who have lived in or around the equator have greater chances of getting skin cancer.
EBA1415_LRJE_7_SC_ES-05143	O	113	And about 100,000 each!/
EBA1415_LRJE_7_SC_ES-05143	O	114	Also there are three types of skin cancer.
EBA1415_LRJE_7_SC_ES-05143	O	115	There are basal cell carcinoma, squamous cell carcinoma, and malignant melanoma which can cause up to 5% of skin cancer.
EBA1415_LRJE_7_SC_ES-05143	O	116	Malignant melanoma is called responsible for the most death from skin cancer.
EBA1415_LRJE_7_SC_ES-05143	R-2-50	117	These cancers usually occur when your skin is not well protected enough from the sun.
EBA1415_LRJE_7_SC_ES-05143	R-5-6	118	Many experimental studies shown that when skin get sunburns, the damaged cells are replaced with healthy ones, and the additional blood flow is the reason skin becomes red./
EBA1415_LRJE_7_SC_ES-05143	O	119	So in conclusion, skin cancer and sunburn are extremely dangerous when left untreated and also to protect your skin from deadly sunrays.//
EBA1415_TWJB_7_SC_ES-06225	O	120	Skin cancer is very harmful to humans therefore all of the upcoming symtoms can up to having a real problem when it comes to the health of that individual.
EBA1415_TWJB_7_SC_ES-06225	O	121	Skin cancer developments starts with skin burns around the individual's body big nasty red ("I'll Say").
EBA1415_TWJB_7_SC_ES-06225	O	122	Skin gives you abnormal cell growth which can be very dangerous./
EBA1415_TWJB_7_SC_ES-06225	R-1-50	123	Long and Latitude have an effect on the skin cancer.
EBA1415_TWJB_7_SC_ES-06225	O	124	Because of the closer you are to the sun./
EBA1415_TWJB_7_SC_ES-06225	O	125	Specific types of sun burns probably have much more uglier effect with more cautious terms.
EBA1415_TWJB_7_SC_ES-06225	O	126	To some I really hope don't get the worst type of cancer when it comes to the skin therefore we always need to find a way to get some SPF 100 on your body properly so this won't happen.//
EBA1415_TWMD_6-7_SC_ES-05001	R-4-50	127.1	Some things that may lead to skin cancer would be skin damage and some ways that can come about are by skin disorders, conditions and diseses.
EBA1415_TWMD_6-7_SC_ES-05001	R-1-50	127.2	Some things that may lead to skin cancer would be skin damage and some ways that can come about are by skin disorders, conditions and diseses.
EBA1415_TWMD_6-7_SC_ES-05001	R-2-50	127.3	Some things that may lead to skin cancer would be skin damage and some ways that can come about are by skin disorders, conditions and diseses.
EBA1415_TWMD_6-7_SC_ES-05001	O	128	The biggest type is basal and squamos cell carcinomas and that makes up approximatley 95% of skin cancers Together.
EBA1415_TWMD_6-7_SC_ES-05001	R-1-50	129.1	Another way would be by laditude and direct sunlight and that has alot to do with laditude and longitude and distances from the Earths Equator.
EBA1415_TWMD_6-7_SC_ES-05001	R-2-50	129.2	Another way would be by laditude and direct sunlight and that has alot to do with laditude and longitude and distances from the Earths Equator.
EBA1415_TWMD_6-7_SC_ES-05001	R-1-50	130.1	Some location where you might be at Risk is Northern Third Astralia and teh Souther Parts of the United States.
EBA1415_TWMD_6-7_SC_ES-05001	R-5-50	130.2	Some location where you might be at Risk is Northern Third Astralia and teh Souther Parts of the United States.
EBA1415_TWMD_6-7_SC_ES-05001	O	131	And also keep in mind that your skin protects you and it manufunctures vitiman D into your Bones./
EBA1415_TWMD_6-7_SC_ES-05001	R-5-50	132.1	Some thing Else that may lead to it is sunburn which is caused by damage to genetic molecules in skin cells and have to be Removed and those are a few ways that skin cancer can be attracked.//
EBA1415_TWMD_6-7_SC_ES-05001	R-4-5	132.2	Some thing Else that may lead to it is sunburn which is caused by damage to genetic molecules in skin cells and have to be Removed and those are a few ways that skin cancer can be attracked.//
EBA1415_SEAL_7_SC_ES-04804	O	133	Skin cancer is caused by uncontrolled growth of abnormal cells.
EBA1415_SEAL_7_SC_ES-04804	O	134	Skin cancer is a simple thing but many people find it confusing, at once I did find it quite confusing but it is quite a easy the know.
EBA1415_SEAL_7_SC_ES-04804	O	135	The general overview of it is simple not figuring out what is what.
EBA1415_SEAL_7_SC_ES-04804	R-5-50	136.1	Skin cancer is caused by sunburn, exposure, also by uvb radiation./
EBA1415_SEAL_7_SC_ES-04804	R-3-50	136.2	Skin cancer is caused by sunburn, exposure, also by uvb radiation./
EBA1415_SEAL_7_SC_ES-04804	O	137	If you get a sunburn people take it lightly, but what I've learned is that this is a big thing and should not be taken lightly.
EBA1415_SEAL_7_SC_ES-04804	R-5-6	138	Sunburn is caused by, when the blood goes to the skin to replace the damaged cells, the additional blood that is left causes the sunburn.
EBA1415_SEAL_7_SC_ES-04804	R-2-5	139	A severe sunburn leads to sun poising, which can lead to a infection ro shock.
EBA1415_SEAL_7_SC_ES-04804	O	140	In extereme cases, its can lead to death./
EBA1415_SEAL_7_SC_ES-04804	R-2-5	141	Also another reason its causes is because of explosive to the sun.
EBA1415_SEAL_7_SC_ES-04804	R-1-2	142	If you lvie close to the equator where sun exposure is very high you have the biggest chance of exposure, which leads to many complicated things./
EBA1415_SEAL_7_SC_ES-04804	O	143	Lastly, if you are expose to Uvb radiation.
EBA1415_SEAL_7_SC_ES-04804	R-3-4	144	Uvb radiation hits the skin because small amounts of damage to the molecules.
EBA1415_SEAL_7_SC_ES-04804	O	145	Uvb is a solar radiation.
EBA1415_SEAL_7_SC_ES-04804	R-2-3	146.1	Solar comes from light, so if you have exposure to something or a light it can effect your body in many ways, like sunburn comes from light./
EBA1415_SEAL_7_SC_ES-04804	R-2-5	146.2	Solar comes from light, so if you have exposure to something or a light it can effect your body in many ways, like sunburn comes from light./
EBA1415_SEAL_7_SC_ES-04804	O	147	In conclusion skin cancer is caused by uncontrolled growth of abnormal cells.
EBA1415_SEAL_7_SC_ES-04804	R-3-50	148.1	Things that cause cancer is sunburn, exposure, and uvb radiation.//
EBA1415_SEAL_7_SC_ES-04804	R-5-50	148.2	Things that cause cancer is sunburn, exposure, and uvb radiation.//
EBA1415_TWJB_5_SC_ES-05071	R-5-50	149	Skin cancer can be caused by many things.
EBA1415_TWJB_5_SC_ES-05071	R-5-50	150	One of the cauases is sunburn, sunburn can be painful and severe depnding on the sunburn.
EBA1415_TWJB_5_SC_ES-05071	O	151	Sun poisoning can lead to infection and shock.
EBA1415_TWJB_5_SC_ES-05071	O	152	In extreme cases, it can even cause death.
EBA1415_TWJB_5_SC_ES-05071	R-5-6	153.1	If you have sunburn, and the sunburned cells aren't removed it can resulti n skin cancer.
EBA1415_TWJB_5_SC_ES-05071	R-6-50	153.2	If you have sunburn, and the sunburned cells aren't removed it can resulti n skin cancer.
EBA1415_TWJB_5_SC_ES-05071	R-5-6	154	But if a sunburn is severe enough, it becomes less likely for damaged cells to be removed./
EBA1415_TWJB_5_SC_ES-05071	O	155	According to research, investigating downaged skin cells are critical.
EBA1415_TWJB_5_SC_ES-05071	R-4-5	156	The amount of damaged genetic molecules can be used as an indicator of sunburn severity.
EBA1415_TWJB_5_SC_ES-05071	R-4-5	157	More damage done to genetic molecules leads to more severe sunburn.
EBA1415_TWJB_5_SC_ES-05071	R-5-50	158	In your childhood suffering from just one severe sunburn doubles the chances of developing skin cancer later on in life.
EBA1415_TWJB_5_SC_ES-05071	O	159	These changes become double if a person has or had five or more sunburns at any age.
EBA1415_TWJB_5_SC_ES-05071	O	160	Sunburn can be a really painful thing.
EBA1415_TWJB_5_SC_ES-05071	O	161	There are numerous skin disorders, conditions, and diseases.//
EBA1415_TTKP_7-8_SC_ES-04913	O	162	There are numerous skin disorders, conditions, and diseases.
EBA1415_TTKP_7-8_SC_ES-04913	O	163	Skin cancer is among the most feared because everyone is at risk of developing skin cancer but some people are at a higher risk.
EBA1415_TTKP_7-8_SC_ES-04913	O	164	Skin cancer is the uncontrolled growth of abnormal skin cells the variety of skin cancer that develops depends on the type of skin cells.
EBA1415_TTKP_7-8_SC_ES-04913	O	165	There are three main varieties of skin cancer: basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_TTKP_7-8_SC_ES-04913	O	166	Togetheer those three make up approximately 95 percent of skin cancers.
EBA1415_TTKP_7-8_SC_ES-04913	O	167	The skin is by far the largest organ.
EBA1415_TTKP_7-8_SC_ES-04913	O	168	Skin forms the barrier between what's inside us and what's outside us.//
EBA1415_SEKL_1_SC_ES-04817	O	169	Do you know how easy it is to develop skin cancer?
EBA1415_SEKL_1_SC_ES-04817	O	170	In fact its easy enough that it is the most common cancer in the US.
EBA1415_SEKL_1_SC_ES-04817	O	171	This form of cancer just like any other can affect anyone.
EBA1415_SEKL_1_SC_ES-04817	O	172	But there are enways to avoid it, so here are some thing to avoid leading up to skin cancer./
EBA1415_SEKL_1_SC_ES-04817	R-1-50	173	One thing that leads to skin cancer is where you are at on the earth.
EBA1415_SEKL_1_SC_ES-04817	O	174	What that means is your positioning on the Earths longitude and latitude can matter if your not careful.
EBA1415_SEKL_1_SC_ES-04817	R-1-2	175	Because the closer you are to the equater the closer the sun is.
EBA1415_SEKL_1_SC_ES-04817	R-2-50	176	That is why the closer you are to the sun the more often skin cancer occurs.
EBA1415_SEKL_1_SC_ES-04817	R-2-4	177.1	This is because the sun's direct rays can harm skin cells and at the equator the sun is the harshest./
EBA1415_SEKL_1_SC_ES-04817	R-1-2	177.2	This is because the sun's direct rays can harm skin cells and at the equator the sun is the harshest./
EBA1415_SEKL_1_SC_ES-04817	R-5-50	178	Anothe thing that causes skin cancer are sunburns.
EBA1415_SEKL_1_SC_ES-04817	R-1-5	179	This also relates to the place you are on Earth but mostly sunburns can happen to you almost anywhere.
EBA1415_SEKL_1_SC_ES-04817	O	180	A sun burn is when the sun basically burns your skin cells causing pain and a burning feeling.
EBA1415_SEKL_1_SC_ES-04817	R-5-6	181.1	But burned skin cells that aren't removed have potential to cause skin cancer more easily./
EBA1415_SEKL_1_SC_ES-04817	R-6-50	181.2	But burned skin cells that aren't removed have potential to cause skin cancer more easily./
EBA1415_SEKL_1_SC_ES-04817	O	182	So in conclusion skin cancer is relatively easy to get.
EBA1415_SEKL_1_SC_ES-04817	O	183	But also easy to prevent.
EBA1415_SEKL_1_SC_ES-04817	O	184	So just be careful when out in the sun.//
EBA1415_TWJB_7_SC_ES-05059	R-1-50	185	Coordinates is one of the factors that explains the risk of skin cacner.
EBA1415_TWJB_7_SC_ES-05059	R-2-50	186	You mainly get skin cancer from the sun.
EBA1415_TWJB_7_SC_ES-05059	R-1-2	187.1	So the closer you are to the Equator, where the sun shines directly, the greater the chance of you'll get skin cancer.
EBA1415_TWJB_7_SC_ES-05059	R-2-50	187.2	So the closer you are to the Equator, where the sun shines directly, the greater the chance of you'll get skin cancer.
EBA1415_TWJB_7_SC_ES-05059	R-2-3	188	The amount of sun is important because it gives off UVb radiation./
EBA1415_TWJB_7_SC_ES-05059	R-11-50	189	Another factor that explains the risk of skin cancer is the amount of melanin in your skin.
EBA1415_TWJB_7_SC_ES-05059	R-11-12	190.1	Melanin is a special pigment in the epidermis that protects you from solar radiation.
EBA1415_TWJB_7_SC_ES-05059	R-12-3	190.2	Melanin is a special pigment in the epidermis that protects you from solar radiation.
EBA1415_TWJB_7_SC_ES-05059	R-11-50	191	The less melanin you have, the greater the chances of skin cancer.
EBA1415_TWJB_7_SC_ES-05059	R-5-50	192.1	The last factor that explains the risk of skin cancer is sunburn.
EBA1415_TWJB_7_SC_ES-05059	R-5-6	192.2	The last factor that explains the risk of skin cancer is sunburn.
EBA1415_TWJB_7_SC_ES-05059	R-4-5	192.3	The last factor that explains the risk of skin cancer is sunburn.
EBA1415_TWJB_7_SC_ES-05059	R-4-5	193	It is caused by damage to genetic molecules in skin cells.
EBA1415_TWJB_7_SC_ES-05059	R-5-6	194	It occurs when the body directs blood to skin to fix the problem of damaged skin cells.
EBA1415_TWJB_7_SC_ES-05059	O	195	Sunburns cause burning sensations, and severe sunburns is called sun poisoning.
EBA1415_TWJB_7_SC_ES-05059	O	196	It leads to infection and shock.
EBA1415_TWJB_7_SC_ES-05059	R-5-50	197	Suffering one serious sunburn doubles the chances of getting skin cancer later in life.
EBA1415_TWJB_7_SC_ES-05059	O	198	Skin cancer is something you do not want in life, so be careful in th sun.//
EBA1415_TTCM_910_SC_ES-06150	O	199	Ahh, the skin, nice and stretchy.
EBA1415_TTCM_910_SC_ES-06150	O	200	Its the biggest organ in your body, and you got to treat it with respect.
EBA1415_TTCM_910_SC_ES-06150	O	201	How would you like it if someone started talking about your skin?
EBA1415_TTCM_910_SC_ES-06150	O	202	But others arn't the only ones beating up your skin.
EBA1415_TTCM_910_SC_ES-06150	O	203	Some times, it's yourself doing harm to you.
EBA1415_TTCM_910_SC_ES-06150	O	204	There are a lot of ways to harm yourself, but being to lazy to count them all, I'm talking about skin cancer./
EBA1415_TTCM_910_SC_ES-06150	O	205	Everyone in the world is ruining a risk of getting it just by living, but you can also increase those odds.
EBA1415_TTCM_910_SC_ES-06150	O	206	So imagin this.
EBA1415_TTCM_910_SC_ES-06150	O	207	Your on a beach getting a nice tan.
EBA1415_TTCM_910_SC_ES-06150	R-4-50	208	Unknowing to you, your cells are begining to get dammaged.
EBA1415_TTCM_910_SC_ES-06150	R-4-50	209	And sometimes, this leads to skin cancer.
EBA1415_TTCM_910_SC_ES-06150	O	210	So the next time your on the beach better slap on the ol' sun block.
EBA1415_TTCM_910_SC_ES-06150	O	211	So what if you don't live on a beach.
EBA1415_TTCM_910_SC_ES-06150	O	212	Ok, so everythings fine as cat hair right?
EBA1415_TTCM_910_SC_ES-06150	O	213	Even people living in a beach, a.k.a. tropical climate will develop a higher rate in skin cancer.
EBA1415_TTCM_910_SC_ES-06150	R-1-2	214	The closer you are to the equator means longer days and more heat aka sunlight.
EBA1415_TTCM_910_SC_ES-06150	R-2-3	215.1	Well, sunlight gives off Uvb rays that dammage your skin cells.
EBA1415_TTCM_910_SC_ES-06150	R-3-4	215.2	Well, sunlight gives off Uvb rays that dammage your skin cells.
EBA1415_TTCM_910_SC_ES-06150	R-1-50	216	It's even said that the fewer degrees noth of the equater, the more cases of skin cancer occur.
EBA1415_TTCM_910_SC_ES-06150	O	217	In a area 25 degrees north of the equator, over 700,000 skin cancer incidence have happened.
EBA1415_TTCM_910_SC_ES-06150	O	218	But in a area of about 55 latitude//
EBA1415_TTCM_910_SC_ES-06150	O	219	(ran out of time)
EBA1415_KNKC_1_SC_ES-05428	O	220	There are many things that lead to differences in the risk of developing skin cancer.
