File	Relation	SNum	Sentence
EBA1415post_TWNB_2_CB_ES-04977	O	50	The coral bleaching water covers 1/3 of the surface of the entir globe.
EBA1415post_TWNB_2_CB_ES-04977	O	51	It also contains double the amount of water found in the Atlantic Ocean.
EBA1415post_TWNB_2_CB_ES-04977	O	52	The trade winds sued the guide book navigation to recognize the merchant trading.
EBA1415post_TWNB_2_CB_ES-04977	O	53	The pacific trade winds travel east to west.
EBA1415post_TWNB_2_CB_ES-04977	O	54	Every few years trade winds are altered.
EBA1415post_TWNB_2_CB_ES-04977	O	55	The movement causes the central and pacific regions to swell.
EBA1415post_TWNB_2_CB_ES-04977	O	56	Reigons is 70-80oF, however surface waters shift eastward.
EBA1415post_TWNB_2_CB_ES-04977	O	57	The rate goes up every year.//
EBA1415_TRJA_11_CB_ES-06108	R-3-50	58	Something that leads to differences in the rates of coral bleaching is the water temperature.
EBA1415_TRJA_11_CB_ES-06108	R-1-3	59	The trade winds can cause the water temperature drop, which can badly affect the coral reefs.
EBA1415_TRJA_11_CB_ES-06108	R-13-50	60.1	Another thing that can lead to differences of coral bleaching is the salinity of the ocean or by extreme storms.
EBA1415_TRJA_11_CB_ES-06108	R-11-50	60.2	Another thing that can lead to differences of coral bleaching is the salinity of the ocean or by extreme storms.
EBA1415_TRJA_11_CB_ES-06108	R-11-12	61.1	The storms increase the amount of fresh water, which upset the balance necessary for the coral's health.//
EBA1415_TRJA_11_CB_ES-06108	R-12-14	61.2	The storms increase the amount of fresh water, which upset the balance necessary for the coral's health.//
EBA1415_SVJJ_4_CB_ES-05645	O	62	The differences in the rate of coral bleaching are that the lower it goes the weaker it is, the higher it goes the stronger it gets.
EBA1415_SVJJ_4_CB_ES-05645	O	63	The graph named 'Coral bleaching reports per year.' for coral bleachigns.
EBA1415_SVJJ_4_CB_ES-05645	O	64	Each number represents reportings of coral bleaching.
EBA1415_SVJJ_4_CB_ES-05645	O	65	Coral bleaching in them damagees their health and is a serious problem impact on the world's coral reefs.
EBA1415_SVJJ_4_CB_ES-05645	O	66	Bleaching in coral affected half the world's ocean (water)//
EBA1415_SVJJ_4_CB_ES-05645	O	67	Ran out of time.
EBA1415_TWDG_11_CB_ES-05698	R-1-50	68.1	I don't know exactly the differences in the rates of coral bleaching, because I didn't finish reading; but what I'm thinking is the water temperature and trade winds.
EBA1415_TWDG_11_CB_ES-05698	R-3-50	68.2	I don't know exactly the differences in the rates of coral bleaching, because I didn't finish reading; but what I'm thinking is the water temperature and trade winds.
EBA1415_TWDG_11_CB_ES-05698	O	69	There are some weak trade winds some strong ones.
EBA1415_TWDG_11_CB_ES-05698	R-3-50	70	Just like there were some weak water temps. and there are some strongs; and thats what I think causes the bleaching.   //
EBA1415_SDMK_4_CB_ES-04768	O	71	Coral bleeching is & serious subject caused only by certain things.
EBA1415_SDMK_4_CB_ES-04768	O	72	In this essay I will inform you about the factors that bleech our limited coral supply. /
EBA1415_SDMK_4_CB_ES-04768	O	73	The biggest and most major threat that leads to intensified coral bleeching is our environment.
EBA1415_SDMK_4_CB_ES-04768	R-6-7	74	The changes in our environment out stress on the coral causing the zooxanthellae algae to die.
EBA1415_SDMK_4_CB_ES-04768	O	75	This results in the coral becoming vulnerable to disease or starvation.
EBA1415_SDMK_4_CB_ES-04768	O	76	The zooxanthellae algae is important for a corals survival because in provides the coral with food and color.
EBA1415_SDMK_4_CB_ES-04768	O	77	However, specific environmental stressors can threaten their relationship.
EBA1415_SDMK_4_CB_ES-04768	R-6-7	78.1	Environmental stressors cause the coral to eject their food producing algae resulting in the coral dieing. /
EBA1415_SDMK_4_CB_ES-04768	R-7-50	78.2	Environmental stressors cause the coral to eject their food producing algae resulting in the coral dieing. /
EBA1415_SDMK_4_CB_ES-04768	O	79	Another theat to the coral is wwater tempature.
EBA1415_SDMK_4_CB_ES-04768	O	80	In 1998 coral bleeching was at an all time high.
EBA1415_SDMK_4_CB_ES-04768	O	81	With over 70 countries suffering from this disaster.
EBA1415_SDMK_4_CB_ES-04768	O	82	In the same year the water tempature rose to one of it's highest points in about 15 years.
EBA1415_SDMK_4_CB_ES-04768	R-1-2	83.1	It seems that when the trade winds push the cooler water out and the warmer water comes in the coral begins to bleech. /
EBA1415_SDMK_4_CB_ES-04768	R-2-50	83.2	It seems that when the trade winds push the cooler water out and the warmer water comes in the coral begins to bleech. /
EBA1415_SDMK_4_CB_ES-04768	O	84	Many people may think coral bleeching is just no big deal, but believe me, it is.
EBA1415_SDMK_4_CB_ES-04768	O	85	Coral reefs are home to thousand of fish and other sea creatures who depend on the coral.
EBA1415_SDMK_4_CB_ES-04768	O	86	Without those fish, who knows how the human species can be affected!  //
EBA1415_RCGJ_5_CB-6316	O	87	This story is about one purpose of reading in science is to understand how and why things happen.
EBA1415_RCGJ_5_CB-6316	O	88	Marine biologists have discovered many different types of corals living in the oceans.
EBA1415_RCGJ_5_CB-6316	O	89	These invertebrate animals live together in colonies and tend to stay in one places.
EBA1415_RCGJ_5_CB-6316	O	90	Trade winds were originally used to guide boat navigation and were later recognized as being important for merchant trading in the 1800's.
EBA1415_RCGJ_5_CB-6316	O	91	Now we know that trade winds have a much more important purpose for earth oceans.
EBA1415_RCGJ_5_CB-6316	R-3-5	92	Reef building corals need water temperature between 70-85F because the process of photosynthesis is sensitive to changes in water temperature.
EBA1415_RCGJ_5_CB-6316	R-3-4	93	As water temperature increases, the amount of carbon dioxide (CO2) in water decreases.
EBA1415_RCGJ_5_CB-6316	R-4-14	94	Changes in the amount of CO2 threatens the delicate balance required to keep coral healthy.//
EBA1415_SERS_1314_CB-05103	O	95	Coral bleaching causes the coral to turn white.
EBA1415_SERS_1314_CB-05103	O	96	This makes corals vulnerable to disease and starvation.
EBA1415_SERS_1314_CB-05103	O	97	When bleached, some die but many do not.
EBA1415_SERS_1314_CB-05103	O	98	The non bleached coral is healthy and functioning while the bleached coral has lost it's natual color.
EBA1415_SERS_1314_CB-05103	R-7-50	99.1	The reason why corals are bleached are due to environmental stress.
EBA1415_SERS_1314_CB-05103	R-6-7	99.2	The reason why corals are bleached are due to environmental stress.
EBA1415_SERS_1314_CB-05103	R-6-7	100.1	It forces the coral to eject their food-producing algae. //
EBA1415_SERS_1314_CB-05103	R-7-50	100.2	It forces the coral to eject their food-producing algae. //
EBA1415_TTKP_45_CB_ES-04921	R-6-7	101	When corals are stressed by changes in conditions such as temperature, light, ect...
EBA1415_TTKP_45_CB_ES-04921	R-7-50	102.1	They expel the algae living in their tissues, causing them to lose their color -> coral bleaching.
EBA1415_TTKP_45_CB_ES-04921	R-6-7	102.2	They expel the algae living in their tissues, causing them to lose their color -> coral bleaching.
EBA1415_TTKP_45_CB_ES-04921	R-7-50	103	Which cause them to turn white.  /
EBA1415_TTKP_45_CB_ES-04921	O	104	Coral needs to stay healthy in order to keep their color.  //
EBA1415_BLHT_6_CB_ES-05311	R-7-50	105	Clorals turn white due to the ejection or death of the zooxanthealle algea.
EBA1415_BLHT_6_CB_ES-05311	O	106	Cloral bleaching is a phenomenon in wich coral looses its color.
EBA1415_BLHT_6_CB_ES-05311	O	107	Events leading to coral bleaching is a serious problems.
EBA1415_BLHT_6_CB_ES-05311	O	108	This results in a bleaching event that makes corals vulnerable to disease and starvation.
EBA1415_BLHT_6_CB_ES-05311	O	109	back in 1998 their was more then 70 countries reporting coral bleaching.
EBA1415_BLHT_6_CB_ES-05311	O	110	Since 1980 there has been cloral bleaching not a year past by since then that the cloral bleaching has stop some are small countries and some some are a lot. //
EBA1415_KYLS_5_CB_ES-05670	R-7-50	111	What leads to differences in the rates of coral bleaching is for example in background: What is "coral bleaching"? it says "The different types of algae living withing the coral polyps give the corals their varying colors."
EBA1415_KYLS_5_CB_ES-05670	R-7-50	112	This meaning that this might as well cause the bleaching.
EBA1415_KYLS_5_CB_ES-05670	O	113	We say a severe amount of coral bleaching in 1998.
EBA1415_KYLS_5_CB_ES-05670	O	114	Coral bleaching can be cause by the change in environment which affects the relationship between the coral and its food as stated in the 3rd paragraph in the article "coral and zooxanthellae".
EBA1415_KYLS_5_CB_ES-05670	R-7-50	115	The corals turn white due to the ejection or death of the zooxanthellae algae this bleaching makes the coral vulnerable to alot of disease and starvation most of the coral reef do not recover and die. //
EBA1415_KNKC_1_CB_ES-05411	O	116	Coral bleaching is a big deal in todays world, it can cause death to many if the world's coral.
EBA1415_KNKC_1_CB_ES-05411	O	117	It occurs when the relationship between coral zooxanthellae is negatively impacted, which causes the zooxanthellae to leave the coral or die.
EBA1415_KNKC_1_CB_ES-05411	R-7-50	118	Since zooxanthellae is the reason coral has it's amazing colors, when zooxanthellae leaves the coral, the coral turns white and can even die.
EBA1415_KNKC_1_CB_ES-05411	O	119	According to "coral and zooxanthealle", "a massive coral bleaching event in 1998 is considered one of the worst ever observed.
EBA1415_KNKC_1_CB_ES-05411	O	120	This event resulted in the death of 16% of the world's coral reefs."
EBA1415_KNKC_1_CB_ES-05411	R-6-50	121.1	Coral bleaching occurs when major amounts of stress is put on the coral, so we can infer that in 1998 something happened that put a lot of stress on the world's coral.
EBA1415_KNKC_1_CB_ES-05411	R-6-7	121.2	Coral bleaching occurs when major amounts of stress is put on the coral, so we can infer that in 1998 something happened that put a lot of stress on the world's coral.
EBA1415_KNKC_1_CB_ES-05411	R-6-7	122	One of these stressor is when enviormental forces are so strong that the corals eject their food-producing algae.
EBA1415_KNKC_1_CB_ES-05411	O	123	Since, coral bleaching is not singleing out one type of coral, we have to asume that all of the earth's coral are in danger.  //
EBA1415_LVAH_2_CB_ES-05765	O	124	Different things causes coral bleaching.
EBA1415_LVAH_2_CB_ES-05765	O	125	Coral reefs ae very sensitive to the change in water temperature.
EBA1415_LVAH_2_CB_ES-05765	R-1-50	126.1	Some things that can cause coral bleaching are shifting in trade winds, photosynthesis and zooxantheallaw.
EBA1415_LVAH_2_CB_ES-05765	R-5-50	126.2	Some things that can cause coral bleaching are shifting in trade winds, photosynthesis and zooxantheallaw.
EBA1415_LVAH_2_CB_ES-05765	R-7-50	126.3	Some things that can cause coral bleaching are shifting in trade winds, photosynthesis and zooxantheallaw.
EBA1415_LVAH_2_CB_ES-05765	O	127	All of these things play a role in coral bleaching. /
EBA1415_LVAH_2_CB_ES-05765	O	128	Pacific trade winds travel from east to west.
EBA1415_LVAH_2_CB_ES-05765	O	129	Warm water travels west, which the east stays cool.
EBA1415_LVAH_2_CB_ES-05765	R-1-3	130	But sometimes they alter causing the wind trade to weaken or reverse.
EBA1415_LVAH_2_CB_ES-05765	R-1-3	131	When that occurs, it cause the sea level to change and the water temperature to change.
EBA1415_LVAH_2_CB_ES-05765	O	132	The water increase by 3 degrees F to 5 degrees F and even 10 degrees F.
EBA1415_LVAH_2_CB_ES-05765	R-3-50	133	This change in temperature changes the balanced temperature in the coral reef, therefore causing coral bleaching to start. /
EBA1415_LVAH_2_CB_ES-05765	O	134	Another thing that causes coral bleaching is photosynthesis.
EBA1415_LVAH_2_CB_ES-05765	O	135	Even though coral is made up of really tiny animals, photosynthesis affects them.
EBA1415_LVAH_2_CB_ES-05765	O	136	It affects it through zooxanthellae, because it uses the energy from the sunlight to combine carbon dioxide in the ocean water.
EBA1415_LVAH_2_CB_ES-05765	O	137	If there is a amounal balance, ther sugar it produced.
EBA1415_LVAH_2_CB_ES-05765	O	138	If the carbon level is low the if would be different for the coral, because it get 50% to 95% of its energy from this process. /
EBA1415_LVAH_2_CB_ES-05765	O	139	Many things can effect on coral reef healthy balance.
EBA1415_LVAH_2_CB_ES-05765	O	140	The ocean winds, photosynthesis and zooxanthellae are just some of the tings that can cause coral bleaching.
EBA1415_LVAH_2_CB_ES-05765	O	141	A lot of life depends on coral reefs, sea too are affected when coral reefs are balanced. //
EBA1415_TTKP_4-5_CB_ES-06160	O	142	Coral bleaching can happen when it is in the Atlantic ocean.
EBA1415_TTKP_4-5_CB_ES-06160	O	143	Also it can be found in areas between 70-85oF.
EBA1415_TTKP_4-5_CB_ES-06160	O	144	I think coral bleaching happens because of the color eroding away from being in water so long.
EBA1415_TTKP_4-5_CB_ES-06160	O	145	Another theory is just it being dead polyp all over it.
EBA1415_TTKP_4-5_CB_ES-06160	O	146	When the polyp is alive it has color, but after its dead maybe it loses color.
EBA1415_SDLC_2_CB_ES-04736	R-7-50	147	Coral bleaching is when coral's symbiotic partner zooxanthallae is killed off.
EBA1415_SDLC_2_CB_ES-04736	O	148	When the zooxanthallae is killed off coral becomes weak and prone to death, while some recover, most do not.
EBA1415_SDLC_2_CB_ES-04736	R-1-7	149	The algae is killed off from physical damage the the coral changes in the corals enviorment and trade winds.  /
EBA1415_SDLC_2_CB_ES-04736	O	150	Futhermore, Coral bleaching is a result of physical damage to coral.
EBA1415_SDLC_2_CB_ES-04736	O	151	When coral is damaged it can not produce the nutrients that the algae needs to live.
EBA1415_SDLC_2_CB_ES-04736	R-5B-50	152	This means that the algae does not pass on the food it makes to the coral.
EBA1415_SDLC_2_CB_ES-04736	R-5B-50	153	Thus giving the coral nothing to eat and it dies. /
EBA1415_SDLC_2_CB_ES-04736	O	154	More over, when corals enviroment is changed.
EBA1415_SDLC_2_CB_ES-04736	O	155	This includes salinity it may not undergo photosynthesis.
EBA1415_SDLC_2_CB_ES-04736	O	156	This affects there symbiotic relationship between the coral and algae, exactly like the results of physical damage to coral. /
EBA1415_SDLC_2_CB_ES-04736	R-1-50	157	Another reason for Coral bleaching is tradewinds.
EBA1415_SDLC_2_CB_ES-04736	O	158	normally this does not make a difference, but every few years the trade shift.
EBA1415_SDLC_2_CB_ES-04736	R-1-3	159	When the temperature of the water changes in accordance to the trade winds.
EBA1415_SDLC_2_CB_ES-04736	O	160	The coral needs temperature of 70-85 degrees F in order to reproduce.
EBA1415_SDLC_2_CB_ES-04736	O	161	When the current changes this is not always the case. /
EBA1415_SDLC_2_CB_ES-04736	O	162	In conslusion, Coral bleach is a result of a change to the coral or its enviorment. //
EBA1415_TRJA_11_CB_ES-06102	R-3-1	163	When the water is at a cold degrees like in the 14oF the water will shift an opposite way.
EBA1415_TRJA_11_CB_ES-06102	R-3-2	164	If the water is at a near cold degrees like in the 30/45oF the water will shift an opposite way the really cold water is.
EBA1415_TRJA_11_CB_ES-06102	R-1-2	165	The wind drags, the warm surface water west and the cold surface water will rise to the surface.
EBA1415_TRJA_11_CB_ES-06102	O	166	The normal temperature is usually about 70-80oF which the wind will drag it to the eastward side of the ocean.//
EBA1415post_TWNB_2_CB_ES-04975	O	167	Marine biologists have discovered many different types of corals living inside the ocean.
EBA1415post_TWNB_2_CB_ES-04975	O	168	Coral bleaching is a phenomenon in which coral loses it's color.
EBA1415post_TWNB_2_CB_ES-04975	O	169	This is leading to a serious problem witha  serious impact on the world's coral reeefs.
EBA1415post_TWNB_2_CB_ES-04975	O	170	Coral bleaching is most noticeable in the Pacific Ocean.
EBA1415post_TWNB_2_CB_ES-04975	O	171	That covers 1/3 of the surface of the whole entire globe.
EBA1415post_TWNB_2_CB_ES-04975	O	172	Trade winds were originally used to guide boat navigation and were later recognized as being important for merchant.
EBA1415post_TWNB_2_CB_ES-04975	O	173	Upwelling in the eastern Pacific causes surface waters to be colder than those in the wwestern Pacific.
EBA1415post_TWNB_2_CB_ES-04975	O	174	The normal water temperature in the regions is 70-80oF.
EBA1415post_TWNB_2_CB_ES-04975	O	175	But the ocean temperature of water increased by 3oF to 5oF.
EBA1415post_TWNB_2_CB_ES-04975	O	176	But in some places, they can increase over 10oF, about the over range.
EBA1415post_TWNB_2_CB_ES-04975	O	177	Coral is often mistaken for a rock or plant.
EBA1415post_TWNB_2_CB_ES-04975	O	178	Coral reefs are found in clean, shallow, tropical waters.
EBA1415post_TWNB_2_CB_ES-04975	R-3-5	179	Reef building corals need water temperatures between 70-85oF because the process of photosynthesis is sensitive to changes in water temperatures.
EBA1415post_TWNB_2_CB_ES-04975	O	180	Corals are sensitive to ocean salinity or salty water.
EBA1415post_TWNB_2_CB_ES-04975	R-11-13	181	Salinity can decrease in shallow coastal regions during storms that cause excessive rainfall, like hurricanes or tropical storms.
EBA1415post_TWNB_2_CB_ES-04975	R-14-50	182.1	Coral bleaching is one example of how environmental stressors can negatively effect the balanced relationship between the coral and zooxanthellae.
EBA1415post_TWNB_2_CB_ES-04975	R-6-14	182.2	Coral bleaching is one example of how environmental stressors can negatively effect the balanced relationship between the coral and zooxanthellae.
EBA1415post_TWNB_2_CB_ES-04975	R-7-50	183	During bleaching, corals turns white due to the ejection or death of the zooxanthellae algae.
EBA1415post_TWNB_2_CB_ES-04975	O	184	This results in a bleaching events that makes corals vulnerable to disease and starvation!
EBA1415post_TWNB_2_CB_ES-04975	O	185	This event resulted in the death of 16% of the world's coral reefs!
EBA1415post_TWNB_2_CB_ES-04975	R-1-2	186	The trade winds weaken or reverse direction completely to blow wind from west to east.
EBA1415post_TWNB_2_CB_ES-04975	R-1-2	187	Under these circumstances, warm surface waters are dragged eastward towards South America!
EBA1415post_TWNB_2_CB_ES-04975	R-6-7	188	Increased stress on corals from the environment forces the and to eject their food-producing algae!//
EBA1415post_TWNB_3_CB_ES-04979	O	189	Coral bleaching is a phenomenon in which coral looses its color.
EBA1415post_TWNB_3_CB_ES-04979	O	190	1/3 of the of is covered by the pacific ocean.
EBA1415post_TWNB_3_CB_ES-04979	O	191	Upwelling is when the deeper you go it gets colder.
EBA1415post_TWNB_3_CB_ES-04979	O	192	Every few years the waters are altered.
EBA1415post_TWNB_3_CB_ES-04979	O	193	The pacific regions swell.
EBA1415post_TWNB_3_CB_ES-04979	O	194	1984 trade winds where highest point.
EBA1415post_TWNB_3_CB_ES-04979	O	195	1983 water temperature was at it's highest, but in 1998 coral bleaching reached the highest point it's even been, 1988 it was at its lowest point./
EBA1415post_TWNB_3_CB_ES-04979	O	196	If coral bleaching keeps occuring the coral won't be able to reproduce or grow, that resulted in death of 16% of the world's coral reefs.//
EBA1415_BLHT_5_CB_ES-05212	O	197	Coral bleaching is a serious topic, without coral reathfs our fish really will start too double.
EBA1415_BLHT_5_CB_ES-05212	O	198	It will double because wihy coral really our fish will have no place its like every true so now other producers will let the tany pray//
EBA1415_BLHT_5_CB_ES-05212	O	199	We need to protect our coral reath so that we can posen them for future gentins.
EBA1415_BLHT_5_CB_ES-05212	O	200	And then crysers, like the coral crysis of 1998 for happening again.
EBA1415_BLHT_5_CB_ES-05212	O	201	And after that can result and aquatic like.
EBA1415_BLHT_5_CB_ES-05212	O	202	Because coral bleachg is such a serious topic I think that we should protect our endangered in our power to try and stop it from happening again./
EBA1415_BLHT_5_CB_ES-05212	O	203	Althus coral lang just us beg as it yust to be we shud try of get rid of it all together.
EBA1415_BLHT_5_CB_ES-05212	O	204	We run the risk to do this by getting wethy.//
EBA1415_TRDJ_11_CB_ES-05703	O	205	There are many reason why coral bleeching occurs.
EBA1415_TRDJ_11_CB_ES-05703	O	206	I'm going to explaion what coral bleaching is.
EBA1415_TRDJ_11_CB_ES-05703	O	207	Other things I'll talk about is causes like trade winds shifting, photosynthesis, and zooxanthallae./
EBA1415_TRDJ_11_CB_ES-05703	O	208	First coral bleeching; what is it.
EBA1415_TRDJ_11_CB_ES-05703	O	209	There are many types of coral.
EBA1415_TRDJ_11_CB_ES-05703	O	210	The different types of algae within coaral polyps give the corals their various colros.
EBA1415_TRDJ_11_CB_ES-05703	O	211	Coral bleaching is a phenomenon in which coral looses its color.
EBA1415_TRDJ_11_CB_ES-05703	O	212	Coral bleaching is most noticebal in the pacific ocean.
EBA1415_TRDJ_11_CB_ES-05703	O	213	Result in a bleaching event that makes coral vulnerable to disease and starvation./
EBA1415_TRDJ_11_CB_ES-05703	O	214	Next shifting trade winds.
EBA1415_TRDJ_11_CB_ES-05703	O	215	Trade winds have a much more important purpsoe for earth's oceans.
EBA1415_TRDJ_11_CB_ES-05703	R-3-50	216	Upwelling; revent phenomenon; in the eastern pacific causes surface waters to be colder than those in the western Pacific that may cause this bleachings.
EBA1415_TRDJ_11_CB_ES-05703	O	217	The trade winds weaken or reverse direction completely to blow frome west to east.
EBA1415_TRDJ_11_CB_ES-05703	R-1-50	218	the differences in weaker trade causes higher number of coral bleaching./
EBA1415_TRDJ_11_CB_ES-05703	O	219	Lastly photosynthesis and zooxanthallae.
EBA1415_TRDJ_11_CB_ES-05703	O	220	Coral reefs are only found in clear, tropical waters.
EBA1415_TRDJ_11_CB_ES-05703	O	221	Only because algae live in the coral tissues and need light for the process of photosynthesis.
EBA1415_TRDJ_11_CB_ES-05703	R-4-14	222	Problems can occur for coral if the amount of Co2 is lower than normal.
EBA1415_TRDJ_11_CB_ES-05703	R-4-14	223	Changes can threaten the delicate balance to keep corals healthy.
EBA1415_TRDJ_11_CB_ES-05703	O	224	Coral and zooxanthallae algae have a symbiotic relationship.
EBA1415_TRDJ_11_CB_ES-05703	O	225	Coral provides protected nutrient-rich enviroment for algae.
EBA1415_TRDJ_11_CB_ES-05703	O	226	The zooxanthallae pass food they make from the suns energy to the coral.
EBA1415_TRDJ_11_CB_ES-05703	O	227	Coral bleaching effects that relationship they have./
EBA1415_TRDJ_11_CB_ES-05703	O	228	Many things can cause coral bleaching and that effect can effect other important factors.//
